sample_index,source_device,circuit_name,qasm_path,target_column,target_time_taken,target_semantics
0,osaka,qpeinexact_indep_qiskit_110,data/quantum_circuits/qpeinexact_indep_qiskit_110.qasm,time_taken,8.546002119,Ma-Li upstream time_taken; device-labelled run
18,osaka,qftentangled_indep_qiskit_119,data/quantum_circuits/qftentangled_indep_qiskit_119.qasm,time_taken,9.432949642333334,Ma-Li upstream time_taken; device-labelled run
19,osaka,qftentangled_indep_qiskit_118,data/quantum_circuits/qftentangled_indep_qiskit_118.qasm,time_taken,10.041340818333332,Ma-Li upstream time_taken; device-labelled run
20,osaka,qftentangled_indep_qiskit_124,data/quantum_circuits/qftentangled_indep_qiskit_124.qasm,time_taken,9.801901340666666,Ma-Li upstream time_taken; device-labelled run
21,osaka,su2random_indep_qiskit_75,data/quantum_circuits/su2random_indep_qiskit_75.qasm,time_taken,9.344046111,Ma-Li upstream time_taken; device-labelled run
22,osaka,su2random_indep_qiskit_61,data/quantum_circuits/su2random_indep_qiskit_61.qasm,time_taken,6.477262166,Ma-Li upstream time_taken; device-labelled run
23,osaka,random_indep_qiskit_57,data/quantum_circuits/random_indep_qiskit_57.qasm,time_taken,10.069637368,Ma-Li upstream time_taken; device-labelled run
24,osaka,qpeinexact_indep_qiskit_112,data/quantum_circuits/qpeinexact_indep_qiskit_112.qasm,time_taken,8.554282955666665,Ma-Li upstream time_taken; device-labelled run
25,osaka,qpeinexact_indep_qiskit_106,data/quantum_circuits/qpeinexact_indep_qiskit_106.qasm,time_taken,9.200678255333337,Ma-Li upstream time_taken; device-labelled run
26,osaka,random_indep_qiskit_53,data/quantum_circuits/random_indep_qiskit_53.qasm,time_taken,8.697966863,Ma-Li upstream time_taken; device-labelled run
27,osaka,qpeinexact_indep_qiskit_116,data/quantum_circuits/qpeinexact_indep_qiskit_116.qasm,time_taken,9.397155140333334,Ma-Li upstream time_taken; device-labelled run
28,osaka,su2random_indep_qiskit_65,data/quantum_circuits/su2random_indep_qiskit_65.qasm,time_taken,6.100346888000001,Ma-Li upstream time_taken; device-labelled run
29,osaka,su2random_indep_qiskit_71,data/quantum_circuits/su2random_indep_qiskit_71.qasm,time_taken,7.728080016666666,Ma-Li upstream time_taken; device-labelled run
30,osaka,su2random_indep_qiskit_59,data/quantum_circuits/su2random_indep_qiskit_59.qasm,time_taken,7.153916357,Ma-Li upstream time_taken; device-labelled run
31,osaka,qftentangled_indep_qiskit_108,data/quantum_circuits/qftentangled_indep_qiskit_108.qasm,time_taken,7.411520106,Ma-Li upstream time_taken; device-labelled run
32,osaka,qftentangled_indep_qiskit_120,data/quantum_circuits/qftentangled_indep_qiskit_120.qasm,time_taken,8.564882520333335,Ma-Li upstream time_taken; device-labelled run
33,osaka,qwalk-noancilla_indep_qiskit_9,data/quantum_circuits/qwalk-noancilla_indep_qiskit_9.qasm,time_taken,13.696209741,Ma-Li upstream time_taken; device-labelled run
34,osaka,qftentangled_indep_qiskit_121,data/quantum_circuits/qftentangled_indep_qiskit_121.qasm,time_taken,9.611827012333334,Ma-Li upstream time_taken; device-labelled run
35,osaka,qftentangled_indep_qiskit_109,data/quantum_circuits/qftentangled_indep_qiskit_109.qasm,time_taken,8.605368191333334,Ma-Li upstream time_taken; device-labelled run
36,osaka,su2random_indep_qiskit_70,data/quantum_circuits/su2random_indep_qiskit_70.qasm,time_taken,7.438667910666666,Ma-Li upstream time_taken; device-labelled run
37,osaka,su2random_indep_qiskit_64,data/quantum_circuits/su2random_indep_qiskit_64.qasm,time_taken,6.5476906066666665,Ma-Li upstream time_taken; device-labelled run
38,osaka,qpeinexact_indep_qiskit_117,data/quantum_circuits/qpeinexact_indep_qiskit_117.qasm,time_taken,10.244051362333332,Ma-Li upstream time_taken; device-labelled run
39,osaka,random_indep_qiskit_52,data/quantum_circuits/random_indep_qiskit_52.qasm,time_taken,8.817938670666665,Ma-Li upstream time_taken; device-labelled run
40,osaka,random_indep_qiskit_50,data/quantum_circuits/random_indep_qiskit_50.qasm,time_taken,8.444991291,Ma-Li upstream time_taken; device-labelled run
41,osaka,qpeinexact_indep_qiskit_115,data/quantum_circuits/qpeinexact_indep_qiskit_115.qasm,time_taken,10.570876769666668,Ma-Li upstream time_taken; device-labelled run
42,osaka,su2random_indep_qiskit_72,data/quantum_circuits/su2random_indep_qiskit_72.qasm,time_taken,7.954486152666665,Ma-Li upstream time_taken; device-labelled run
43,osaka,su2random_indep_qiskit_66,data/quantum_circuits/su2random_indep_qiskit_66.qasm,time_taken,7.037176085333333,Ma-Li upstream time_taken; device-labelled run
44,osaka,qftentangled_indep_qiskit_123,data/quantum_circuits/qftentangled_indep_qiskit_123.qasm,time_taken,10.197386317333333,Ma-Li upstream time_taken; device-labelled run
45,osaka,qftentangled_indep_qiskit_122,data/quantum_circuits/qftentangled_indep_qiskit_122.qasm,time_taken,10.180717962333333,Ma-Li upstream time_taken; device-labelled run
46,osaka,su2random_indep_qiskit_67,data/quantum_circuits/su2random_indep_qiskit_67.qasm,time_taken,6.757402909666666,Ma-Li upstream time_taken; device-labelled run
47,osaka,su2random_indep_qiskit_73,data/quantum_circuits/su2random_indep_qiskit_73.qasm,time_taken,8.179451884666667,Ma-Li upstream time_taken; device-labelled run
48,osaka,qpeinexact_indep_qiskit_114,data/quantum_circuits/qpeinexact_indep_qiskit_114.qasm,time_taken,9.902657956,Ma-Li upstream time_taken; device-labelled run
49,osaka,random_indep_qiskit_51,data/quantum_circuits/random_indep_qiskit_51.qasm,time_taken,8.590883096333334,Ma-Li upstream time_taken; device-labelled run
50,osaka,twolocalrandom_indep_qiskit_64,data/quantum_circuits/twolocalrandom_indep_qiskit_64.qasm,time_taken,6.889853844333332,Ma-Li upstream time_taken; device-labelled run
51,osaka,twolocalrandom_indep_qiskit_70,data/quantum_circuits/twolocalrandom_indep_qiskit_70.qasm,time_taken,8.151819259333331,Ma-Li upstream time_taken; device-labelled run
52,osaka,qpeexact_indep_qiskit_110,data/quantum_circuits/qpeexact_indep_qiskit_110.qasm,time_taken,7.675784986666666,Ma-Li upstream time_taken; device-labelled run
53,osaka,realamprandom_indep_qiskit_79,data/quantum_circuits/realamprandom_indep_qiskit_79.qasm,time_taken,9.159214288333333,Ma-Li upstream time_taken; device-labelled run
54,osaka,qft_indep_qiskit_127,data/quantum_circuits/qft_indep_qiskit_127.qasm,time_taken,10.402267699,Ma-Li upstream time_taken; device-labelled run
55,osaka,qft_indep_qiskit_126,data/quantum_circuits/qft_indep_qiskit_126.qasm,time_taken,10.180081716666669,Ma-Li upstream time_taken; device-labelled run
56,osaka,realamprandom_indep_qiskit_78,data/quantum_circuits/realamprandom_indep_qiskit_78.qasm,time_taken,7.948202496333333,Ma-Li upstream time_taken; device-labelled run
57,osaka,qpeexact_indep_qiskit_111,data/quantum_circuits/qpeexact_indep_qiskit_111.qasm,time_taken,9.140545321,Ma-Li upstream time_taken; device-labelled run
58,osaka,twolocalrandom_indep_qiskit_71,data/quantum_circuits/twolocalrandom_indep_qiskit_71.qasm,time_taken,7.441004339333332,Ma-Li upstream time_taken; device-labelled run
59,osaka,twolocalrandom_indep_qiskit_65,data/quantum_circuits/twolocalrandom_indep_qiskit_65.qasm,time_taken,6.049157460666667,Ma-Li upstream time_taken; device-labelled run
60,osaka,twolocalrandom_indep_qiskit_59,data/quantum_circuits/twolocalrandom_indep_qiskit_59.qasm,time_taken,5.659243445333334,Ma-Li upstream time_taken; device-labelled run
61,osaka,twolocalrandom_indep_qiskit_73,data/quantum_circuits/twolocalrandom_indep_qiskit_73.qasm,time_taken,8.398959862,Ma-Li upstream time_taken; device-labelled run
62,osaka,twolocalrandom_indep_qiskit_67,data/quantum_circuits/twolocalrandom_indep_qiskit_67.qasm,time_taken,7.065573124666667,Ma-Li upstream time_taken; device-labelled run
63,osaka,qpeexact_indep_qiskit_113,data/quantum_circuits/qpeexact_indep_qiskit_113.qasm,time_taken,9.372751825333332,Ma-Li upstream time_taken; device-labelled run
64,osaka,qpeexact_indep_qiskit_107,data/quantum_circuits/qpeexact_indep_qiskit_107.qasm,time_taken,8.357898019999999,Ma-Li upstream time_taken; device-labelled run
65,osaka,qft_indep_qiskit_124,data/quantum_circuits/qft_indep_qiskit_124.qasm,time_taken,10.592878188333332,Ma-Li upstream time_taken; device-labelled run
66,osaka,qft_indep_qiskit_118,data/quantum_circuits/qft_indep_qiskit_118.qasm,time_taken,9.484154233666668,Ma-Li upstream time_taken; device-labelled run
67,osaka,qft_indep_qiskit_119,data/quantum_circuits/qft_indep_qiskit_119.qasm,time_taken,9.381370784,Ma-Li upstream time_taken; device-labelled run
68,osaka,qft_indep_qiskit_125,data/quantum_circuits/qft_indep_qiskit_125.qasm,time_taken,10.307833938666668,Ma-Li upstream time_taken; device-labelled run
69,osaka,qpeexact_indep_qiskit_106,data/quantum_circuits/qpeexact_indep_qiskit_106.qasm,time_taken,8.148926617333332,Ma-Li upstream time_taken; device-labelled run
70,osaka,qpeexact_indep_qiskit_112,data/quantum_circuits/qpeexact_indep_qiskit_112.qasm,time_taken,9.907753153333331,Ma-Li upstream time_taken; device-labelled run
71,osaka,twolocalrandom_indep_qiskit_66,data/quantum_circuits/twolocalrandom_indep_qiskit_66.qasm,time_taken,7.087601189666667,Ma-Li upstream time_taken; device-labelled run
72,osaka,twolocalrandom_indep_qiskit_72,data/quantum_circuits/twolocalrandom_indep_qiskit_72.qasm,time_taken,7.656744457999999,Ma-Li upstream time_taken; device-labelled run
73,osaka,twolocalrandom_indep_qiskit_76,data/quantum_circuits/twolocalrandom_indep_qiskit_76.qasm,time_taken,8.624869208666667,Ma-Li upstream time_taken; device-labelled run
74,osaka,twolocalrandom_indep_qiskit_62,data/quantum_circuits/twolocalrandom_indep_qiskit_62.qasm,time_taken,7.602362642999999,Ma-Li upstream time_taken; device-labelled run
75,osaka,qpeexact_indep_qiskit_116,data/quantum_circuits/qpeexact_indep_qiskit_116.qasm,time_taken,9.375991523333331,Ma-Li upstream time_taken; device-labelled run
76,osaka,realamprandom_indep_qiskit_80,data/quantum_circuits/realamprandom_indep_qiskit_80.qasm,time_taken,9.152191186333337,Ma-Li upstream time_taken; device-labelled run
77,osaka,qft_indep_qiskit_109,data/quantum_circuits/qft_indep_qiskit_109.qasm,time_taken,7.830027659,Ma-Li upstream time_taken; device-labelled run
78,osaka,qft_indep_qiskit_121,data/quantum_circuits/qft_indep_qiskit_121.qasm,time_taken,10.317853136000002,Ma-Li upstream time_taken; device-labelled run
79,osaka,qft_indep_qiskit_120,data/quantum_circuits/qft_indep_qiskit_120.qasm,time_taken,8.995847224,Ma-Li upstream time_taken; device-labelled run
80,osaka,qft_indep_qiskit_108,data/quantum_circuits/qft_indep_qiskit_108.qasm,time_taken,7.905748925666667,Ma-Li upstream time_taken; device-labelled run
81,osaka,qpeexact_indep_qiskit_117,data/quantum_circuits/qpeexact_indep_qiskit_117.qasm,time_taken,9.528173836,Ma-Li upstream time_taken; device-labelled run
82,osaka,twolocalrandom_indep_qiskit_63,data/quantum_circuits/twolocalrandom_indep_qiskit_63.qasm,time_taken,6.864774389,Ma-Li upstream time_taken; device-labelled run
83,osaka,twolocalrandom_indep_qiskit_77,data/quantum_circuits/twolocalrandom_indep_qiskit_77.qasm,time_taken,9.376813789666665,Ma-Li upstream time_taken; device-labelled run
84,osaka,twolocalrandom_indep_qiskit_61,data/quantum_circuits/twolocalrandom_indep_qiskit_61.qasm,time_taken,5.870965126000001,Ma-Li upstream time_taken; device-labelled run
85,osaka,twolocalrandom_indep_qiskit_75,data/quantum_circuits/twolocalrandom_indep_qiskit_75.qasm,time_taken,8.731653949333333,Ma-Li upstream time_taken; device-labelled run
86,osaka,qpeexact_indep_qiskit_115,data/quantum_circuits/qpeexact_indep_qiskit_115.qasm,time_taken,10.216396313666666,Ma-Li upstream time_taken; device-labelled run
87,osaka,realamprandom_indep_qiskit_68,data/quantum_circuits/realamprandom_indep_qiskit_68.qasm,time_taken,7.427902239333332,Ma-Li upstream time_taken; device-labelled run
88,osaka,qft_indep_qiskit_122,data/quantum_circuits/qft_indep_qiskit_122.qasm,time_taken,9.271384517333331,Ma-Li upstream time_taken; device-labelled run
89,osaka,qft_indep_qiskit_123,data/quantum_circuits/qft_indep_qiskit_123.qasm,time_taken,9.677953263333334,Ma-Li upstream time_taken; device-labelled run
90,osaka,realamprandom_indep_qiskit_69,data/quantum_circuits/realamprandom_indep_qiskit_69.qasm,time_taken,7.299723186666667,Ma-Li upstream time_taken; device-labelled run
91,osaka,qpeexact_indep_qiskit_114,data/quantum_circuits/qpeexact_indep_qiskit_114.qasm,time_taken,9.706836364333334,Ma-Li upstream time_taken; device-labelled run
92,osaka,twolocalrandom_indep_qiskit_74,data/quantum_circuits/twolocalrandom_indep_qiskit_74.qasm,time_taken,8.685094409,Ma-Li upstream time_taken; device-labelled run
93,osaka,twolocalrandom_indep_qiskit_60,data/quantum_circuits/twolocalrandom_indep_qiskit_60.qasm,time_taken,6.551042609,Ma-Li upstream time_taken; device-labelled run
94,osaka,twolocalrandom_indep_qiskit_79,data/quantum_circuits/twolocalrandom_indep_qiskit_79.qasm,time_taken,9.089070227666667,Ma-Li upstream time_taken; device-labelled run
95,osaka,qpeexact_indep_qiskit_119,data/quantum_circuits/qpeexact_indep_qiskit_119.qasm,time_taken,10.566310593333334,Ma-Li upstream time_taken; device-labelled run
96,osaka,qpeexact_indep_qiskit_125,data/quantum_circuits/qpeexact_indep_qiskit_125.qasm,time_taken,10.657344139,Ma-Li upstream time_taken; device-labelled run
97,osaka,realamprandom_indep_qiskit_70,data/quantum_circuits/realamprandom_indep_qiskit_70.qasm,time_taken,7.804522378333334,Ma-Li upstream time_taken; device-labelled run
98,osaka,realamprandom_indep_qiskit_64,data/quantum_circuits/realamprandom_indep_qiskit_64.qasm,time_taken,6.113881561,Ma-Li upstream time_taken; device-labelled run
99,osaka,qft_indep_qiskit_106,data/quantum_circuits/qft_indep_qiskit_106.qasm,time_taken,7.700580684999999,Ma-Li upstream time_taken; device-labelled run
100,osaka,qft_indep_qiskit_112,data/quantum_circuits/qft_indep_qiskit_112.qasm,time_taken,9.923078259333332,Ma-Li upstream time_taken; device-labelled run
101,osaka,qft_indep_qiskit_113,data/quantum_circuits/qft_indep_qiskit_113.qasm,time_taken,8.577016566,Ma-Li upstream time_taken; device-labelled run
102,osaka,qft_indep_qiskit_107,data/quantum_circuits/qft_indep_qiskit_107.qasm,time_taken,7.066933237666667,Ma-Li upstream time_taken; device-labelled run
103,osaka,realamprandom_indep_qiskit_59,data/quantum_circuits/realamprandom_indep_qiskit_59.qasm,time_taken,5.792282395333333,Ma-Li upstream time_taken; device-labelled run
104,osaka,realamprandom_indep_qiskit_65,data/quantum_circuits/realamprandom_indep_qiskit_65.qasm,time_taken,6.588764718666667,Ma-Li upstream time_taken; device-labelled run
105,osaka,realamprandom_indep_qiskit_71,data/quantum_circuits/realamprandom_indep_qiskit_71.qasm,time_taken,6.892139320666668,Ma-Li upstream time_taken; device-labelled run
106,osaka,qpeexact_indep_qiskit_124,data/quantum_circuits/qpeexact_indep_qiskit_124.qasm,time_taken,10.312876196,Ma-Li upstream time_taken; device-labelled run
107,osaka,qpeexact_indep_qiskit_118,data/quantum_circuits/qpeexact_indep_qiskit_118.qasm,time_taken,10.294097641333336,Ma-Li upstream time_taken; device-labelled run
108,osaka,twolocalrandom_indep_qiskit_78,data/quantum_circuits/twolocalrandom_indep_qiskit_78.qasm,time_taken,8.352589050666667,Ma-Li upstream time_taken; device-labelled run
109,osaka,qpeexact_indep_qiskit_126,data/quantum_circuits/qpeexact_indep_qiskit_126.qasm,time_taken,11.198939287,Ma-Li upstream time_taken; device-labelled run
110,osaka,realamprandom_indep_qiskit_67,data/quantum_circuits/realamprandom_indep_qiskit_67.qasm,time_taken,6.538864210666667,Ma-Li upstream time_taken; device-labelled run
111,osaka,realamprandom_indep_qiskit_73,data/quantum_circuits/realamprandom_indep_qiskit_73.qasm,time_taken,7.126403085,Ma-Li upstream time_taken; device-labelled run
112,osaka,qft_indep_qiskit_111,data/quantum_circuits/qft_indep_qiskit_111.qasm,time_taken,7.727030954333333,Ma-Li upstream time_taken; device-labelled run
113,osaka,qft_indep_qiskit_105,data/quantum_circuits/qft_indep_qiskit_105.qasm,time_taken,8.495924157000003,Ma-Li upstream time_taken; device-labelled run
114,osaka,qft_indep_qiskit_104,data/quantum_circuits/qft_indep_qiskit_104.qasm,time_taken,7.856234948666665,Ma-Li upstream time_taken; device-labelled run
115,osaka,qft_indep_qiskit_110,data/quantum_circuits/qft_indep_qiskit_110.qasm,time_taken,8.561376549666667,Ma-Li upstream time_taken; device-labelled run
116,osaka,realamprandom_indep_qiskit_72,data/quantum_circuits/realamprandom_indep_qiskit_72.qasm,time_taken,7.800289211666666,Ma-Li upstream time_taken; device-labelled run
117,osaka,realamprandom_indep_qiskit_66,data/quantum_circuits/realamprandom_indep_qiskit_66.qasm,time_taken,7.207043402,Ma-Li upstream time_taken; device-labelled run
118,osaka,qpeexact_indep_qiskit_127,data/quantum_circuits/qpeexact_indep_qiskit_127.qasm,time_taken,11.428802801999998,Ma-Li upstream time_taken; device-labelled run
119,osaka,twolocalrandom_indep_qiskit_80,data/quantum_circuits/twolocalrandom_indep_qiskit_80.qasm,time_taken,8.050992755,Ma-Li upstream time_taken; device-labelled run
120,osaka,qpeexact_indep_qiskit_123,data/quantum_circuits/qpeexact_indep_qiskit_123.qasm,time_taken,10.173338355,Ma-Li upstream time_taken; device-labelled run
121,osaka,realamprandom_indep_qiskit_62,data/quantum_circuits/realamprandom_indep_qiskit_62.qasm,time_taken,5.786576134000001,Ma-Li upstream time_taken; device-labelled run
122,osaka,realamprandom_indep_qiskit_76,data/quantum_circuits/realamprandom_indep_qiskit_76.qasm,time_taken,7.237598255333332,Ma-Li upstream time_taken; device-labelled run
123,osaka,qft_indep_qiskit_114,data/quantum_circuits/qft_indep_qiskit_114.qasm,time_taken,8.264294474666666,Ma-Li upstream time_taken; device-labelled run
124,osaka,qft_indep_qiskit_115,data/quantum_circuits/qft_indep_qiskit_115.qasm,time_taken,10.280381443333336,Ma-Li upstream time_taken; device-labelled run
125,osaka,realamprandom_indep_qiskit_77,data/quantum_circuits/realamprandom_indep_qiskit_77.qasm,time_taken,8.666279527333334,Ma-Li upstream time_taken; device-labelled run
126,osaka,realamprandom_indep_qiskit_63,data/quantum_circuits/realamprandom_indep_qiskit_63.qasm,time_taken,6.739594074999999,Ma-Li upstream time_taken; device-labelled run
127,osaka,qpeexact_indep_qiskit_122,data/quantum_circuits/qpeexact_indep_qiskit_122.qasm,time_taken,9.372869856666666,Ma-Li upstream time_taken; device-labelled run
128,osaka,twolocalrandom_indep_qiskit_68,data/quantum_circuits/twolocalrandom_indep_qiskit_68.qasm,time_taken,7.473327863666667,Ma-Li upstream time_taken; device-labelled run
129,osaka,qpeexact_indep_qiskit_120,data/quantum_circuits/qpeexact_indep_qiskit_120.qasm,time_taken,10.436884840666666,Ma-Li upstream time_taken; device-labelled run
130,osaka,qpeexact_indep_qiskit_108,data/quantum_circuits/qpeexact_indep_qiskit_108.qasm,time_taken,9.068930838333332,Ma-Li upstream time_taken; device-labelled run
131,osaka,realamprandom_indep_qiskit_75,data/quantum_circuits/realamprandom_indep_qiskit_75.qasm,time_taken,8.618052495999999,Ma-Li upstream time_taken; device-labelled run
132,osaka,realamprandom_indep_qiskit_61,data/quantum_circuits/realamprandom_indep_qiskit_61.qasm,time_taken,6.109424779333334,Ma-Li upstream time_taken; device-labelled run
133,osaka,qft_indep_qiskit_103,data/quantum_circuits/qft_indep_qiskit_103.qasm,time_taken,7.940607039333333,Ma-Li upstream time_taken; device-labelled run
134,osaka,qft_indep_qiskit_117,data/quantum_circuits/qft_indep_qiskit_117.qasm,time_taken,9.550661005333332,Ma-Li upstream time_taken; device-labelled run
135,osaka,qft_indep_qiskit_116,data/quantum_circuits/qft_indep_qiskit_116.qasm,time_taken,9.319189414,Ma-Li upstream time_taken; device-labelled run
136,osaka,qft_indep_qiskit_102,data/quantum_circuits/qft_indep_qiskit_102.qasm,time_taken,7.184249521000001,Ma-Li upstream time_taken; device-labelled run
137,osaka,realamprandom_indep_qiskit_60,data/quantum_circuits/realamprandom_indep_qiskit_60.qasm,time_taken,5.753302527333333,Ma-Li upstream time_taken; device-labelled run
138,osaka,realamprandom_indep_qiskit_74,data/quantum_circuits/realamprandom_indep_qiskit_74.qasm,time_taken,8.334330482666667,Ma-Li upstream time_taken; device-labelled run
139,osaka,qpeexact_indep_qiskit_109,data/quantum_circuits/qpeexact_indep_qiskit_109.qasm,time_taken,8.179188113333334,Ma-Li upstream time_taken; device-labelled run
140,osaka,qpeexact_indep_qiskit_121,data/quantum_circuits/qpeexact_indep_qiskit_121.qasm,time_taken,10.092809615000002,Ma-Li upstream time_taken; device-labelled run
141,osaka,twolocalrandom_indep_qiskit_69,data/quantum_circuits/twolocalrandom_indep_qiskit_69.qasm,time_taken,7.223339315,Ma-Li upstream time_taken; device-labelled run
142,osaka,qpeinexact_indep_qiskit_125,data/quantum_circuits/qpeinexact_indep_qiskit_125.qasm,time_taken,10.606703895666666,Ma-Li upstream time_taken; device-labelled run
143,osaka,random_indep_qiskit_60,data/quantum_circuits/random_indep_qiskit_60.qasm,time_taken,10.976276729,Ma-Li upstream time_taken; device-labelled run
144,osaka,qpeinexact_indep_qiskit_119,data/quantum_circuits/qpeinexact_indep_qiskit_119.qasm,time_taken,10.305834982,Ma-Li upstream time_taken; device-labelled run
145,osaka,qnn_indep_qiskit_55,data/quantum_circuits/qnn_indep_qiskit_55.qasm,time_taken,3.995105912666667,Ma-Li upstream time_taken; device-labelled run
146,osaka,qftentangled_indep_qiskit_107,data/quantum_circuits/qftentangled_indep_qiskit_107.qasm,time_taken,8.765439264666666,Ma-Li upstream time_taken; device-labelled run
147,osaka,qftentangled_indep_qiskit_113,data/quantum_circuits/qftentangled_indep_qiskit_113.qasm,time_taken,8.40298557,Ma-Li upstream time_taken; device-labelled run
148,osaka,qftentangled_indep_qiskit_112,data/quantum_circuits/qftentangled_indep_qiskit_112.qasm,time_taken,8.561718018666665,Ma-Li upstream time_taken; device-labelled run
149,osaka,qftentangled_indep_qiskit_106,data/quantum_circuits/qftentangled_indep_qiskit_106.qasm,time_taken,6.497926671666666,Ma-Li upstream time_taken; device-labelled run
150,osaka,qnn_indep_qiskit_54,data/quantum_circuits/qnn_indep_qiskit_54.qasm,time_taken,4.149525553666667,Ma-Li upstream time_taken; device-labelled run
151,osaka,qpeinexact_indep_qiskit_118,data/quantum_circuits/qpeinexact_indep_qiskit_118.qasm,time_taken,10.459956765,Ma-Li upstream time_taken; device-labelled run
152,osaka,random_indep_qiskit_61,data/quantum_circuits/random_indep_qiskit_61.qasm,time_taken,11.396296406000005,Ma-Li upstream time_taken; device-labelled run
153,osaka,qpeinexact_indep_qiskit_124,data/quantum_circuits/qpeinexact_indep_qiskit_124.qasm,time_taken,10.067446135666666,Ma-Li upstream time_taken; device-labelled run
154,osaka,random_indep_qiskit_49,data/quantum_circuits/random_indep_qiskit_49.qasm,time_taken,8.399987527666667,Ma-Li upstream time_taken; device-labelled run
155,osaka,qpeinexact_indep_qiskit_126,data/quantum_circuits/qpeinexact_indep_qiskit_126.qasm,time_taken,11.044638785333332,Ma-Li upstream time_taken; device-labelled run
156,osaka,random_indep_qiskit_63,data/quantum_circuits/random_indep_qiskit_63.qasm,time_taken,11.589028059666669,Ma-Li upstream time_taken; device-labelled run
157,osaka,su2random_indep_qiskit_69,data/quantum_circuits/su2random_indep_qiskit_69.qasm,time_taken,7.735143698666666,Ma-Li upstream time_taken; device-labelled run
158,osaka,qnn_indep_qiskit_56,data/quantum_circuits/qnn_indep_qiskit_56.qasm,time_taken,4.284129339333333,Ma-Li upstream time_taken; device-labelled run
159,osaka,qftentangled_indep_qiskit_110,data/quantum_circuits/qftentangled_indep_qiskit_110.qasm,time_taken,9.174866474,Ma-Li upstream time_taken; device-labelled run
160,osaka,qftentangled_indep_qiskit_104,data/quantum_circuits/qftentangled_indep_qiskit_104.qasm,time_taken,8.495115654666668,Ma-Li upstream time_taken; device-labelled run
161,osaka,qftentangled_indep_qiskit_105,data/quantum_circuits/qftentangled_indep_qiskit_105.qasm,time_taken,8.0527331,Ma-Li upstream time_taken; device-labelled run
162,osaka,qftentangled_indep_qiskit_111,data/quantum_circuits/qftentangled_indep_qiskit_111.qasm,time_taken,8.690663083,Ma-Li upstream time_taken; device-labelled run
163,osaka,qnn_indep_qiskit_57,data/quantum_circuits/qnn_indep_qiskit_57.qasm,time_taken,4.115121000666667,Ma-Li upstream time_taken; device-labelled run
