sample_index,source_device,circuit_name,qasm_path,target_column,target_time_taken,target_semantics
0,washington,ae_indep_qiskit_10,data/quantum_circuits/ae_indep_qiskit_10.qasm,time_taken,1.4645457029342652,Ma-Li upstream time_taken; device-labelled run
79,washington,dj_indep_qiskit_2,data/quantum_circuits/dj_indep_qiskit_2.qasm,time_taken,0.7724669218063355,Ma-Li upstream time_taken; device-labelled run
80,washington,dj_indep_qiskit_3,data/quantum_circuits/dj_indep_qiskit_3.qasm,time_taken,0.7022189378738404,Ma-Li upstream time_taken; device-labelled run
81,washington,dj_indep_qiskit_30,data/quantum_circuits/dj_indep_qiskit_30.qasm,time_taken,0.7793491840362549,Ma-Li upstream time_taken; device-labelled run
82,washington,dj_indep_qiskit_31,data/quantum_circuits/dj_indep_qiskit_31.qasm,time_taken,0.7608451843261719,Ma-Li upstream time_taken; device-labelled run
83,washington,dj_indep_qiskit_32,data/quantum_circuits/dj_indep_qiskit_32.qasm,time_taken,0.7339033126831055,Ma-Li upstream time_taken; device-labelled run
84,washington,dj_indep_qiskit_34,data/quantum_circuits/dj_indep_qiskit_34.qasm,time_taken,0.7202236413955688,Ma-Li upstream time_taken; device-labelled run
85,washington,dj_indep_qiskit_35,data/quantum_circuits/dj_indep_qiskit_35.qasm,time_taken,0.7590230464935303,Ma-Li upstream time_taken; device-labelled run
86,washington,dj_indep_qiskit_36,data/quantum_circuits/dj_indep_qiskit_36.qasm,time_taken,0.6962247133255005,Ma-Li upstream time_taken; device-labelled run
87,washington,dj_indep_qiskit_37,data/quantum_circuits/dj_indep_qiskit_37.qasm,time_taken,0.6457882165908814,Ma-Li upstream time_taken; device-labelled run
88,washington,dj_indep_qiskit_38,data/quantum_circuits/dj_indep_qiskit_38.qasm,time_taken,0.7380853891372681,Ma-Li upstream time_taken; device-labelled run
89,washington,dj_indep_qiskit_39,data/quantum_circuits/dj_indep_qiskit_39.qasm,time_taken,0.7332490444183349,Ma-Li upstream time_taken; device-labelled run
90,washington,dj_indep_qiskit_4,data/quantum_circuits/dj_indep_qiskit_4.qasm,time_taken,0.6843713760375977,Ma-Li upstream time_taken; device-labelled run
91,washington,dj_indep_qiskit_40,data/quantum_circuits/dj_indep_qiskit_40.qasm,time_taken,0.7251089572906494,Ma-Li upstream time_taken; device-labelled run
92,washington,dj_indep_qiskit_41,data/quantum_circuits/dj_indep_qiskit_41.qasm,time_taken,0.7316928625106811,Ma-Li upstream time_taken; device-labelled run
93,washington,dj_indep_qiskit_42,data/quantum_circuits/dj_indep_qiskit_42.qasm,time_taken,0.7614506959915162,Ma-Li upstream time_taken; device-labelled run
94,washington,dj_indep_qiskit_43,data/quantum_circuits/dj_indep_qiskit_43.qasm,time_taken,0.6635557889938355,Ma-Li upstream time_taken; device-labelled run
95,washington,dj_indep_qiskit_44,data/quantum_circuits/dj_indep_qiskit_44.qasm,time_taken,0.7884649276733399,Ma-Li upstream time_taken; device-labelled run
96,washington,dj_indep_qiskit_45,data/quantum_circuits/dj_indep_qiskit_45.qasm,time_taken,0.7698820114135743,Ma-Li upstream time_taken; device-labelled run
97,washington,dj_indep_qiskit_46,data/quantum_circuits/dj_indep_qiskit_46.qasm,time_taken,0.7141079187393189,Ma-Li upstream time_taken; device-labelled run
98,washington,dj_indep_qiskit_47,data/quantum_circuits/dj_indep_qiskit_47.qasm,time_taken,0.7279222249984741,Ma-Li upstream time_taken; device-labelled run
99,washington,dj_indep_qiskit_48,data/quantum_circuits/dj_indep_qiskit_48.qasm,time_taken,0.7095464706420899,Ma-Li upstream time_taken; device-labelled run
100,washington,dj_indep_qiskit_49,data/quantum_circuits/dj_indep_qiskit_49.qasm,time_taken,0.7290463447570801,Ma-Li upstream time_taken; device-labelled run
101,washington,dj_indep_qiskit_5,data/quantum_circuits/dj_indep_qiskit_5.qasm,time_taken,0.73988328,Ma-Li upstream time_taken; device-labelled run
102,washington,dj_indep_qiskit_50,data/quantum_circuits/dj_indep_qiskit_50.qasm,time_taken,0.7487437725067139,Ma-Li upstream time_taken; device-labelled run
103,washington,dj_indep_qiskit_51,data/quantum_circuits/dj_indep_qiskit_51.qasm,time_taken,0.6945240497589111,Ma-Li upstream time_taken; device-labelled run
104,washington,dj_indep_qiskit_52,data/quantum_circuits/dj_indep_qiskit_52.qasm,time_taken,0.702122426,Ma-Li upstream time_taken; device-labelled run
105,washington,dj_indep_qiskit_53,data/quantum_circuits/dj_indep_qiskit_53.qasm,time_taken,0.7413748979568482,Ma-Li upstream time_taken; device-labelled run
106,washington,dj_indep_qiskit_54,data/quantum_circuits/dj_indep_qiskit_54.qasm,time_taken,0.6285342931747436,Ma-Li upstream time_taken; device-labelled run
107,washington,dj_indep_qiskit_55,data/quantum_circuits/dj_indep_qiskit_55.qasm,time_taken,0.6914861917495727,Ma-Li upstream time_taken; device-labelled run
108,washington,dj_indep_qiskit_56,data/quantum_circuits/dj_indep_qiskit_56.qasm,time_taken,0.7143604278564453,Ma-Li upstream time_taken; device-labelled run
109,washington,dj_indep_qiskit_57,data/quantum_circuits/dj_indep_qiskit_57.qasm,time_taken,0.7528597116470337,Ma-Li upstream time_taken; device-labelled run
110,washington,dj_indep_qiskit_58,data/quantum_circuits/dj_indep_qiskit_58.qasm,time_taken,0.6638254404067994,Ma-Li upstream time_taken; device-labelled run
111,washington,dj_indep_qiskit_59,data/quantum_circuits/dj_indep_qiskit_59.qasm,time_taken,0.7077942609786987,Ma-Li upstream time_taken; device-labelled run
112,washington,dj_indep_qiskit_6,data/quantum_circuits/dj_indep_qiskit_6.qasm,time_taken,0.6849025964736939,Ma-Li upstream time_taken; device-labelled run
113,washington,dj_indep_qiskit_60,data/quantum_circuits/dj_indep_qiskit_60.qasm,time_taken,0.7109237909317017,Ma-Li upstream time_taken; device-labelled run
114,washington,dj_indep_qiskit_61,data/quantum_circuits/dj_indep_qiskit_61.qasm,time_taken,0.6709647178649902,Ma-Li upstream time_taken; device-labelled run
115,washington,dj_indep_qiskit_62,data/quantum_circuits/dj_indep_qiskit_62.qasm,time_taken,0.7925358533859252,Ma-Li upstream time_taken; device-labelled run
116,washington,dj_indep_qiskit_63,data/quantum_circuits/dj_indep_qiskit_63.qasm,time_taken,0.6942558765411377,Ma-Li upstream time_taken; device-labelled run
117,washington,dj_indep_qiskit_64,data/quantum_circuits/dj_indep_qiskit_64.qasm,time_taken,0.737823772,Ma-Li upstream time_taken; device-labelled run
118,washington,dj_indep_qiskit_65,data/quantum_circuits/dj_indep_qiskit_65.qasm,time_taken,0.7971463203430176,Ma-Li upstream time_taken; device-labelled run
119,washington,dj_indep_qiskit_66,data/quantum_circuits/dj_indep_qiskit_66.qasm,time_taken,0.7966753721237183,Ma-Li upstream time_taken; device-labelled run
120,washington,dj_indep_qiskit_67,data/quantum_circuits/dj_indep_qiskit_67.qasm,time_taken,0.7729519367218017,Ma-Li upstream time_taken; device-labelled run
121,washington,dj_indep_qiskit_68,data/quantum_circuits/dj_indep_qiskit_68.qasm,time_taken,0.7396599531173706,Ma-Li upstream time_taken; device-labelled run
122,washington,dj_indep_qiskit_69,data/quantum_circuits/dj_indep_qiskit_69.qasm,time_taken,0.7004674434661865,Ma-Li upstream time_taken; device-labelled run
123,washington,dj_indep_qiskit_7,data/quantum_circuits/dj_indep_qiskit_7.qasm,time_taken,0.6489484786987305,Ma-Li upstream time_taken; device-labelled run
124,washington,dj_indep_qiskit_70,data/quantum_circuits/dj_indep_qiskit_70.qasm,time_taken,0.8106503009796142,Ma-Li upstream time_taken; device-labelled run
125,washington,dj_indep_qiskit_71,data/quantum_circuits/dj_indep_qiskit_71.qasm,time_taken,0.8022507429122925,Ma-Li upstream time_taken; device-labelled run
126,washington,dj_indep_qiskit_72,data/quantum_circuits/dj_indep_qiskit_72.qasm,time_taken,0.7422833204269409,Ma-Li upstream time_taken; device-labelled run
127,washington,dj_indep_qiskit_73,data/quantum_circuits/dj_indep_qiskit_73.qasm,time_taken,0.8349021673202515,Ma-Li upstream time_taken; device-labelled run
128,washington,dj_indep_qiskit_74,data/quantum_circuits/dj_indep_qiskit_74.qasm,time_taken,0.692086649,Ma-Li upstream time_taken; device-labelled run
129,washington,dj_indep_qiskit_75,data/quantum_circuits/dj_indep_qiskit_75.qasm,time_taken,0.7641796350479126,Ma-Li upstream time_taken; device-labelled run
130,washington,dj_indep_qiskit_76,data/quantum_circuits/dj_indep_qiskit_76.qasm,time_taken,0.7901303768157959,Ma-Li upstream time_taken; device-labelled run
131,washington,dj_indep_qiskit_77,data/quantum_circuits/dj_indep_qiskit_77.qasm,time_taken,0.8282115221023559,Ma-Li upstream time_taken; device-labelled run
132,washington,dj_indep_qiskit_78,data/quantum_circuits/dj_indep_qiskit_78.qasm,time_taken,0.699430513,Ma-Li upstream time_taken; device-labelled run
133,washington,dj_indep_qiskit_79,data/quantum_circuits/dj_indep_qiskit_79.qasm,time_taken,0.6897423028945923,Ma-Li upstream time_taken; device-labelled run
134,washington,dj_indep_qiskit_80,data/quantum_circuits/dj_indep_qiskit_80.qasm,time_taken,0.61241641,Ma-Li upstream time_taken; device-labelled run
135,washington,dj_indep_qiskit_81,data/quantum_circuits/dj_indep_qiskit_81.qasm,time_taken,0.7691543579101563,Ma-Li upstream time_taken; device-labelled run
136,washington,dj_indep_qiskit_82,data/quantum_circuits/dj_indep_qiskit_82.qasm,time_taken,0.7428146123886108,Ma-Li upstream time_taken; device-labelled run
137,washington,dj_indep_qiskit_83,data/quantum_circuits/dj_indep_qiskit_83.qasm,time_taken,0.7116889238357544,Ma-Li upstream time_taken; device-labelled run
138,washington,dj_indep_qiskit_84,data/quantum_circuits/dj_indep_qiskit_84.qasm,time_taken,0.7632800817489624,Ma-Li upstream time_taken; device-labelled run
139,washington,dj_indep_qiskit_85,data/quantum_circuits/dj_indep_qiskit_85.qasm,time_taken,0.7103742361068726,Ma-Li upstream time_taken; device-labelled run
140,washington,dj_indep_qiskit_86,data/quantum_circuits/dj_indep_qiskit_86.qasm,time_taken,0.7022058248519898,Ma-Li upstream time_taken; device-labelled run
141,washington,dj_indep_qiskit_87,data/quantum_circuits/dj_indep_qiskit_87.qasm,time_taken,0.7096083641052247,Ma-Li upstream time_taken; device-labelled run
142,washington,dj_indep_qiskit_88,data/quantum_circuits/dj_indep_qiskit_88.qasm,time_taken,0.7572444200515747,Ma-Li upstream time_taken; device-labelled run
143,washington,dj_indep_qiskit_89,data/quantum_circuits/dj_indep_qiskit_89.qasm,time_taken,0.7137979507446289,Ma-Li upstream time_taken; device-labelled run
144,washington,dj_indep_qiskit_9,data/quantum_circuits/dj_indep_qiskit_9.qasm,time_taken,0.7375230550765991,Ma-Li upstream time_taken; device-labelled run
145,washington,dj_indep_qiskit_90,data/quantum_circuits/dj_indep_qiskit_90.qasm,time_taken,0.7537049293518067,Ma-Li upstream time_taken; device-labelled run
146,washington,dj_indep_qiskit_91,data/quantum_circuits/dj_indep_qiskit_91.qasm,time_taken,0.7122842311859131,Ma-Li upstream time_taken; device-labelled run
147,washington,dj_indep_qiskit_92,data/quantum_circuits/dj_indep_qiskit_92.qasm,time_taken,0.6557648181915283,Ma-Li upstream time_taken; device-labelled run
148,washington,dj_indep_qiskit_93,data/quantum_circuits/dj_indep_qiskit_93.qasm,time_taken,0.7107332706451416,Ma-Li upstream time_taken; device-labelled run
149,washington,dj_indep_qiskit_94,data/quantum_circuits/dj_indep_qiskit_94.qasm,time_taken,0.6922296047210693,Ma-Li upstream time_taken; device-labelled run
150,washington,dj_indep_qiskit_95,data/quantum_circuits/dj_indep_qiskit_95.qasm,time_taken,0.7417507171630859,Ma-Li upstream time_taken; device-labelled run
151,washington,dj_indep_qiskit_96,data/quantum_circuits/dj_indep_qiskit_96.qasm,time_taken,0.7704585552215576,Ma-Li upstream time_taken; device-labelled run
152,washington,dj_indep_qiskit_97,data/quantum_circuits/dj_indep_qiskit_97.qasm,time_taken,0.7075336694717407,Ma-Li upstream time_taken; device-labelled run
153,washington,dj_indep_qiskit_98,data/quantum_circuits/dj_indep_qiskit_98.qasm,time_taken,0.7189488410949707,Ma-Li upstream time_taken; device-labelled run
154,washington,dj_indep_qiskit_99,data/quantum_circuits/dj_indep_qiskit_99.qasm,time_taken,0.7499154806137085,Ma-Li upstream time_taken; device-labelled run
155,washington,ghz_indep_qiskit_10,data/quantum_circuits/ghz_indep_qiskit_10.qasm,time_taken,0.8334875583648682,Ma-Li upstream time_taken; device-labelled run
156,washington,ghz_indep_qiskit_100,data/quantum_circuits/ghz_indep_qiskit_100.qasm,time_taken,0.6576889514923095,Ma-Li upstream time_taken; device-labelled run
157,washington,ghz_indep_qiskit_101,data/quantum_circuits/ghz_indep_qiskit_101.qasm,time_taken,0.7417603492736816,Ma-Li upstream time_taken; device-labelled run
158,washington,ghz_indep_qiskit_102,data/quantum_circuits/ghz_indep_qiskit_102.qasm,time_taken,0.7956633806228638,Ma-Li upstream time_taken; device-labelled run
159,washington,ghz_indep_qiskit_103,data/quantum_circuits/ghz_indep_qiskit_103.qasm,time_taken,0.7332910299301147,Ma-Li upstream time_taken; device-labelled run
160,washington,ghz_indep_qiskit_104,data/quantum_circuits/ghz_indep_qiskit_104.qasm,time_taken,0.6694590091705322,Ma-Li upstream time_taken; device-labelled run
161,washington,ghz_indep_qiskit_105,data/quantum_circuits/ghz_indep_qiskit_105.qasm,time_taken,0.6024450778961181,Ma-Li upstream time_taken; device-labelled run
162,washington,ghz_indep_qiskit_106,data/quantum_circuits/ghz_indep_qiskit_106.qasm,time_taken,0.7080838680267334,Ma-Li upstream time_taken; device-labelled run
163,washington,ghz_indep_qiskit_107,data/quantum_circuits/ghz_indep_qiskit_107.qasm,time_taken,0.6656566619873047,Ma-Li upstream time_taken; device-labelled run
164,washington,ghz_indep_qiskit_108,data/quantum_circuits/ghz_indep_qiskit_108.qasm,time_taken,0.8791678190231323,Ma-Li upstream time_taken; device-labelled run
165,washington,ghz_indep_qiskit_109,data/quantum_circuits/ghz_indep_qiskit_109.qasm,time_taken,0.6618831872940063,Ma-Li upstream time_taken; device-labelled run
166,washington,ghz_indep_qiskit_11,data/quantum_circuits/ghz_indep_qiskit_11.qasm,time_taken,0.8591408252716064,Ma-Li upstream time_taken; device-labelled run
167,washington,ghz_indep_qiskit_110,data/quantum_circuits/ghz_indep_qiskit_110.qasm,time_taken,0.6837945222854614,Ma-Li upstream time_taken; device-labelled run
168,washington,ghz_indep_qiskit_111,data/quantum_circuits/ghz_indep_qiskit_111.qasm,time_taken,0.7459848403930665,Ma-Li upstream time_taken; device-labelled run
169,washington,ghz_indep_qiskit_112,data/quantum_circuits/ghz_indep_qiskit_112.qasm,time_taken,0.7400743961334229,Ma-Li upstream time_taken; device-labelled run
170,washington,ghz_indep_qiskit_113,data/quantum_circuits/ghz_indep_qiskit_113.qasm,time_taken,0.8188941478729248,Ma-Li upstream time_taken; device-labelled run
171,washington,ghz_indep_qiskit_114,data/quantum_circuits/ghz_indep_qiskit_114.qasm,time_taken,0.7337655544281005,Ma-Li upstream time_taken; device-labelled run
172,washington,ghz_indep_qiskit_115,data/quantum_circuits/ghz_indep_qiskit_115.qasm,time_taken,0.7291172266006469,Ma-Li upstream time_taken; device-labelled run
