analytical_gate_work,circuit_id,circuit_template_id,cold_post_prepare_seconds,cold_semantics,cold_z0_expectation,compile_or_transpile_semantics,context_id,depth_parameter,device_total_memory_bytes,end_to_end_execution_component_seconds,end_to_end_first_seconds,end_to_end_z0_expectation,error,execution_device,family,gate_materialization_seconds,interaction_density,interaction_unique_edge_count,log2_analytical_gate_work,log2_statevector_bytes,logical_depth,logical_gate_histogram,logical_single_qubit_gate_count,logical_total_gate_count,logical_two_qubit_gate_count,num_qubits,peak_reserved_over_statevector,precision,qubit_activity_max,qubit_activity_mean,qubit_activity_std,record_id,recorded_utc,repeat_count,resource_limit_kind,runtime_semantics,sampling_semantics,schema_version,seed,simulator,source_run_kind,statevector_bytes,statevector_fits_raw_device_memory,status,torch_cuda_peak_allocated_bytes,torch_cuda_peak_reserved_bytes,traceback,two_qubit_degree_max,two_qubit_degree_std,two_qubit_span_max,two_qubit_span_mean,warm_execution_mean_seconds,warm_execution_median_seconds,warm_execution_seconds_samples,warm_execution_stdev_seconds,warm_z0_expectation,warmup_count
209715200,4dc21b03b5e6a8c899a52bd588c0d5de027631392a9d253654c00cb16bdb9dc0,2f8b1b9c99f98e2f9bba804a46afb981d61960d0ee2300e3743994df18d75397,0.01662221500009764,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,-0.2857097387313843,not_applicable: direct gate schedule; no compiler/transpiler,cuda:complex64,4,16608788480,0.01688067099894397,0.02214081000420265,-0.2857097387313843,,cuda,random_matching,0.0026896619965555146,0.19473684210526315,37,27.643856189774723,23.0,12,"{""cx"": 40, ""ry"": 80, ""rz"": 80}",160,200,40,20,5.25,complex64,12,12.0,0.0,4dc21b03b5e6a8c899a52bd588c0d5de027631392a9d253654c00cb16bdb9dc0:cuda:complex64,2026-09-20T14:28:53+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,8388608,True,ok,37982208,44040192,,4,0.0,17,6.3,0.016562720336272225,0.016570460000366438,"[0.016524470003787428, 0.016570460000366438, 0.016593231004662812]",3.502778340923893e-05,-0.2857097387313843,1
209715200,4dc21b03b5e6a8c899a52bd588c0d5de027631392a9d253654c00cb16bdb9dc0,2f8b1b9c99f98e2f9bba804a46afb981d61960d0ee2300e3743994df18d75397,0.32525255499786,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,-0.2857095546441551,not_applicable: direct gate schedule; no compiler/transpiler,cuda:complex128,4,16608788480,0.32548899199900916,0.32889633900049375,-0.2857095546441551,,cuda,random_matching,0.002048558999376837,0.19473684210526315,37,27.643856189774723,24.0,12,"{""cx"": 40, ""ry"": 80, ""rz"": 80}",160,200,40,20,4.375,complex128,12,12.0,0.0,4dc21b03b5e6a8c899a52bd588c0d5de027631392a9d253654c00cb16bdb9dc0:cuda:complex128,2026-09-20T14:28:55+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,16777216,True,ok,67342336,73400320,,4,0.0,17,6.3,0.32536285800112336,0.32522222000261536,"[0.3256452619971242, 0.3252210920036305, 0.32522222000261536]",0.0002445696849843831,-0.2857095546441551,1
419430400,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c,cd628b1b42ff852d787bc4d4678662026e94aa661633b0526f4b46962aa17b07,0.11643934300082037,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,0.001066744327545166,not_applicable: direct gate schedule; no compiler/transpiler,cpu:complex64,8,,0.12398133300303016,0.12751651099824812,0.001066744327545166,,cpu,random_matching,0.001112933998228982,0.3736842105263158,71,28.643856189774723,23.0,24,"{""cx"": 80, ""ry"": 160, ""rz"": 160}",320,400,80,20,,complex64,24,24.0,0.0,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c:cpu:complex64,2026-09-20T14:28:55+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,8388608,,ok,,,,8,0.0,18,6.65,0.116588576999978,0.1171568150020903,"[0.11770554599934258, 0.1171568150020903, 0.11490336999850115]",0.001484997779529094,0.001066744327545166,1
419430400,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c,cd628b1b42ff852d787bc4d4678662026e94aa661633b0526f4b46962aa17b07,0.41174966800463153,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,0.0010667186444361931,not_applicable: direct gate schedule; no compiler/transpiler,cpu:complex128,8,,0.43607542899553664,0.4386193519967492,0.0010667186444361931,,cpu,random_matching,0.001206539003760554,0.3736842105263158,71,28.643856189774723,24.0,24,"{""cx"": 80, ""ry"": 160, ""rz"": 160}",320,400,80,20,,complex128,24,24.0,0.0,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c:cpu:complex128,2026-09-20T14:28:58+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,16777216,,ok,,,,8,0.0,18,6.65,0.40112790166798123,0.40251554600399686,"[0.40251554600399686, 0.3863320640011807, 0.4145360949987662]",0.014153127171429223,0.0010667186444361931,1
419430400,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c,cd628b1b42ff852d787bc4d4678662026e94aa661633b0526f4b46962aa17b07,0.03301331199327251,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,0.0010666847229003906,not_applicable: direct gate schedule; no compiler/transpiler,cuda:complex64,8,16608788480,0.03321788499306422,0.043219456005317625,0.0010666847229003906,,cuda,random_matching,0.003904646000592038,0.3736842105263158,71,28.643856189774723,23.0,24,"{""cx"": 80, ""ry"": 160, ""rz"": 160}",320,400,80,20,5.25,complex64,24,24.0,0.0,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c:cuda:complex64,2026-09-20T14:28:58+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,8388608,True,ok,38084608,44040192,,8,0.0,18,6.65,0.03304502866861488,0.03304420399945229,"[0.03304261300218059, 0.03304826900421176, 0.03304420399945229]",2.9167874733946622e-06,0.0010666847229003906,1
419430400,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c,cd628b1b42ff852d787bc4d4678662026e94aa661633b0526f4b46962aa17b07,0.650809393999225,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,0.0010667186444363042,not_applicable: direct gate schedule; no compiler/transpiler,cuda:complex128,8,16608788480,0.6507392939965939,0.6570193619991187,0.0010667186444363042,,cuda,random_matching,0.004033556004287675,0.3736842105263158,71,28.643856189774723,24.0,24,"{""cx"": 80, ""ry"": 160, ""rz"": 160}",320,400,80,20,4.375,complex128,24,24.0,0.0,98e8a880816ba6248551fa297e91b7eb92adbfbcf08611ea3931e988d862243c:cuda:complex128,2026-09-20T14:29:02+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,16777216,True,ok,67444736,73400320,,8,0.0,18,6.65,0.6504091443348443,0.6504614610021235,"[0.6504614610021235, 0.650201153002854, 0.6505648189995554]",0.00018739267473842218,0.0010667186444363042,1
4026531840,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433,369d547df70739c5ce453e2003e6d9b5fbad2203c23a1a2e7805e01fd40d72ea,6.38271049100149,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,-0.046884000301361084,not_applicable: direct gate schedule; no compiler/transpiler,cpu:complex64,4,,5.946411609998904,5.9478625990013825,-0.046884000301361084,,cpu,random_matching,0.0007498769991798326,0.17028985507246377,47,31.90689059560852,27.0,12,"{""cx"": 48, ""ry"": 96, ""rz"": 96}",192,240,48,24,,complex64,12,12.0,0.0,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433:cpu:complex64,2026-09-20T14:29:41+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,134217728,,ok,,,,4,0.0,21,7.375,6.512959577000099,6.438403883999854,"[6.721492819000559, 6.378982027999882, 6.438403883999854]",0.18302274177554398,-0.046884000301361084,1
4026531840,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433,369d547df70739c5ce453e2003e6d9b5fbad2203c23a1a2e7805e01fd40d72ea,12.164512793999165,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,-0.04688401543004206,not_applicable: direct gate schedule; no compiler/transpiler,cpu:complex128,4,,12.55643432999932,12.55790060399886,-0.04688401543004206,,cpu,random_matching,0.0007017169991740957,0.17028985507246377,47,31.90689059560852,28.0,12,"{""cx"": 48, ""ry"": 96, ""rz"": 96}",192,240,48,24,,complex128,12,12.0,0.0,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433:cpu:complex128,2026-09-20T14:30:53+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,268435456,,ok,,,,4,0.0,21,7.375,12.041452021663039,12.021419505996164,"[12.424330390997056, 12.021419505996164, 11.678606167995895]",0.3732654959350371,-0.04688401543004206,1
4026531840,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433,369d547df70739c5ce453e2003e6d9b5fbad2203c23a1a2e7805e01fd40d72ea,0.3689852520037675,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,-0.04688403010368347,not_applicable: direct gate schedule; no compiler/transpiler,cuda:complex64,4,16608788480,0.36941488799493527,0.38206930099840974,-0.04688403010368347,,cuda,random_matching,0.002429126005154103,0.17028985507246377,47,31.90689059560852,27.0,12,"{""cx"": 48, ""ry"": 96, ""rz"": 96}",192,240,48,24,4.171875,complex64,12,12.0,0.0,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433:cuda:complex64,2026-09-20T14:30:56+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,134217728,True,ok,478404608,559939584,,4,0.0,21,7.375,0.3697264199994,0.36993583999719704,"[0.369291200004227, 0.36993583999719704, 0.36995221999677597]",0.0003770005427653177,-0.04688403010368347,1
4026531840,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433,369d547df70739c5ce453e2003e6d9b5fbad2203c23a1a2e7805e01fd40d72ea,6.362431727997318,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,-0.046884015430042114,not_applicable: direct gate schedule; no compiler/transpiler,cuda:complex128,4,16608788480,6.364304604998324,6.36770743499801,-0.046884015430042114,,cuda,random_matching,0.002484771001036279,0.17028985507246377,47,31.90689059560852,28.0,12,"{""cx"": 48, ""ry"": 96, ""rz"": 96}",192,240,48,24,4.0859375,complex128,12,12.0,0.0,98963c793522cd9e39cf059873cc42a11c6058b14477f3fe310185fa2aaec433:cuda:complex128,2026-09-20T14:31:34+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,268435456,True,ok,948166656,1096810496,,4,0.0,21,7.375,6.361866327332488,6.361942908995843,"[6.36237506299949, 6.361281010002131, 6.361942908995843]",0.0005510322618772164,-0.046884015430042114,1
8053063680,8ace777456e9208a9ffa10fabdd2444a291be86d30697fb936fbd3e6ea01ca7d,811ef749c7d8d07adc3b11c5ed39eb66e807ca18e1151147148d09b27c7d9487,13.117456355998002,first execution after this circuit's gate tensors were materialized; the Python process and CUDA context have already been initialized,0.02823975682258606,not_applicable: direct gate schedule; no compiler/transpiler,cpu:complex64,8,,12.835973975998058,12.838782106999133,0.02823975682258606,,cpu,random_matching,0.0033776810014387593,0.3188405797101449,88,32.906890595608516,27.0,24,"{""cx"": 96, ""ry"": 192, ""rz"": 192}",384,480,96,24,,complex64,24,24.0,0.0,8ace777456e9208a9ffa10fabdd2444a291be86d30697fb936fbd3e6ea01ca7d:cpu:complex64,2026-09-20T14:32:52+00:00,3,,"prepared dense-statevector execution: allocate a fresh |0...0> state, apply the materialized gate schedule, and evaluate <Z_0>; excludes schedule construction, gate materialization, compiler/transpiler and sampling",not_applicable: exact statevector and <Z_0> expectation only,torch_dense_statevector_v2,17,torch_dense_statevector_reference,v2_structural_extension,134217728,,ok,,,,8,0.0,22,7.520833333333333,13.093452966000768,13.077872976005892,"[12.996982106997166, 13.205503814999247, 13.077872976005892]",0.1051302893708879,0.02823975682258606,1
