circuit_id,family,source_file,source_sha256,logical_width,logical_depth,logical_ops,logical_two_qubit_ops,source_status,source_error,screening_status,screening_reason
qaoa::qaoa_indep_qiskit_7,qaoa,data/quantum_circuits/qaoa_indep_qiskit_7.qasm,8e1c1014680274215f87d97c833f99474ed19b3393b2b8eea20a36bde517708b,7,10,43,14,ok,,eligible,
qaoa::qaoa_indep_qiskit_8,qaoa,data/quantum_circuits/qaoa_indep_qiskit_8.qasm,0a43c652a1c92c83389d952438c22aa0d890a611333da29499d6ff1733925b21,8,9,49,16,ok,,eligible,
qaoa::qaoa_indep_qiskit_9,qaoa,data/quantum_circuits/qaoa_indep_qiskit_9.qasm,a4a7b8b8d556570de9ea2db286aaa4245fa50f4619f25f0f7414b16d503458d8,9,10,55,18,ok,,eligible,
qft::qft_indep_qiskit_2,qft,data/quantum_circuits/qft_indep_qiskit_2.qasm,aa91238ec5978b739b87b3a657746a8786de113397a5abeadf726d1dd9c836b3,2,5,7,2,ok,,eligible,
qft::qft_indep_qiskit_3,qft,data/quantum_circuits/qft_indep_qiskit_3.qasm,7f613ccae98ac8124d086ee9a39d94b1ed019520da8c3277395b109fd22d7d4d,3,7,11,4,ok,,eligible,
qft::qft_indep_qiskit_4,qft,data/quantum_circuits/qft_indep_qiskit_4.qasm,ea84355871fa77560419766f8000de4dcb0eea29468bcb0d89a1c84edff34f61,4,9,17,8,ok,,eligible,
qft::qft_indep_qiskit_5,qft,data/quantum_circuits/qft_indep_qiskit_5.qasm,0285fd21a0dd1ca29cd386de85a1a8af49cc7d71f5c86f6451b55a11c68864a8,5,11,23,12,ok,,eligible,
qft::qft_indep_qiskit_6,qft,data/quantum_circuits/qft_indep_qiskit_6.qasm,cbe1ca5505b485bd87b2e68f2b38ecae377e29f823c30e4c44d3f5f87d4266f7,6,13,31,18,ok,,eligible,
qft::qft_indep_qiskit_7,qft,data/quantum_circuits/qft_indep_qiskit_7.qasm,01de4bb89da48a3fc09c31d41d509c1446c6a4a3b329612c5baf0d39c56a922e,7,15,39,24,ok,,eligible,
qft::qft_indep_qiskit_8,qft,data/quantum_circuits/qft_indep_qiskit_8.qasm,e4664972befc3ffed396f3842bf910be22c2fbe7f293d3c295b971dfe094d398,8,17,49,32,ok,,eligible,
qft::qft_indep_qiskit_9,qft,data/quantum_circuits/qft_indep_qiskit_9.qasm,e0c3acec67c0fb535add575a46e01889b30ec7970005214fd2188b94ae3a55a5,9,19,59,40,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_2,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_2.qasm,02d66e8b66849fdd0f0581b84924adbd1bd2d7603e25e5e9faa447ac2a6708d0,2,7,9,3,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_3,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_3.qasm,5ab4253ed51b729f331c9f3cc78bfecd3ecb2fed2e98818816bf3f64e22f1bfe,3,9,14,6,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_4,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_4.qasm,d7a22ac29418bcf9f00346732fe1b985f8e0b9df60273404dabbf4a62027715f,4,11,21,11,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_5,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_5.qasm,4ee5846eef239e2b0e0d3f950f78b5b4b8af213f0063eb50be6bf50bdbb4385d,5,13,28,16,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_6,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_6.qasm,7c8832728feaaf34fac1fda49dfcbfbf655902b5b4eb3f1b11e43f21d15de5bf,6,15,37,23,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_7,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_7.qasm,f0e0170b510412a7e964e82f14793115a9e53a1b250283a74abd893a45b5f20e,7,17,46,30,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_8,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_8.qasm,8711737782301f568af1980707e62c989655488357aa858d6c63bb8e206ae4fc,8,19,57,39,ok,,eligible,
qftentangled::qftentangled_indep_qiskit_9,qftentangled,data/quantum_circuits/qftentangled_indep_qiskit_9.qasm,fea8eb37e38bc24d3352d9446471b5cf8f6b8af6ae4c0f931d5942564936274c,9,21,68,48,ok,,eligible,
qnn::qnn_indep_qiskit_2,qnn,data/quantum_circuits/qnn_indep_qiskit_2.qasm,3c0ed99f7e5a0409bdadc636b8b7a5dd911304ccbe2e87b32589b91dd44a6a5a,2,12,18,5,ok,,eligible,
qnn::qnn_indep_qiskit_3,qnn,data/quantum_circuits/qnn_indep_qiskit_3.qasm,15e80264fdff1398ab38bbd9144f853a3a2317e95163fda15a1e9ec2657beecb,3,25,36,14,ok,,eligible,
qnn::qnn_indep_qiskit_4,qnn,data/quantum_circuits/qnn_indep_qiskit_4.qasm,451bd8177acaca0301a8bb4d61cb192f26dce1f81d8ab04ca0aded562d525c58,4,35,60,27,ok,,eligible,
qnn::qnn_indep_qiskit_5,qnn,data/quantum_circuits/qnn_indep_qiskit_5.qasm,d506e52d304853cd9e55834d3112505279aa22e89e70aa7c00dfc57caad3c72c,5,45,90,44,ok,,eligible,
qnn::qnn_indep_qiskit_6,qnn,data/quantum_circuits/qnn_indep_qiskit_6.qasm,720a3cec5f9b39a53aa0d59f0ecc24f42f2948fbe56164a033262c628e2ba875,6,55,126,65,ok,,eligible,
qnn::qnn_indep_qiskit_7,qnn,data/quantum_circuits/qnn_indep_qiskit_7.qasm,6cf91acdbcfc0321d1ffcee7c2197fec29f2b9dd83e7c3b56dbe8d583332ccdb,7,65,168,90,ok,,eligible,
qnn::qnn_indep_qiskit_8,qnn,data/quantum_circuits/qnn_indep_qiskit_8.qasm,f76953672a13f3e92397fe3586ff6557882560261e995147a67b931d701c7fcf,8,75,216,119,ok,,eligible,
qnn::qnn_indep_qiskit_9,qnn,data/quantum_circuits/qnn_indep_qiskit_9.qasm,4df5b36e58378649053c461bf5ee1478fa114ac65c0c14551536b820ce8eafc7,9,85,270,152,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_2,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_2.qasm,0a43a3dbe4a4294a007fa7ec167a24ea300d3762489b98245c2f80ad29727075,2,4,6,1,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_3,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_3.qasm,56289d5fdefe63c89244b0849f2e22753ce30832776d74b79de4603006db32f4,3,7,11,3,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_4,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_4.qasm,af7e7c49ba06f5c554580173d3dcd73bc9d5a9dd9c6e3d3cd8c94d494fa4b969,4,9,16,5,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_5,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_5.qasm,7478da09664f4489c33c18a6ea1974cc9dea86d1adda1f912c3eaeff27c2d5fa,5,14,26,12,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_6,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_6.qasm,abe368f160ce73db792b3af14a6e120eda4838b15f01376daa204a680d07c5bc,6,15,33,16,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_7,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_7.qasm,d06936015124a75ae15e1f94eeb54cc51ab24596726b8110765a69ba66d0e80a,7,16,42,22,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_8,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_8.qasm,5d3cc38ff0e2b9054c927b6309c6a8dfaba491733eab08b06cc06f2d333da23d,8,23,54,31,ok,,eligible,
qpeexact::qpeexact_indep_qiskit_9,qpeexact,data/quantum_circuits/qpeexact_indep_qiskit_9.qasm,31f7b2533d8a3c05d59b44a9b2d93f44bc48da630d1884cf9df0012199e10a74,9,24,65,39,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_2,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_2.qasm,acacd76111e7f23e4224342ca0ab5340b1bdaad3b6eba8893e4036ba14896362,2,4,6,1,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_3,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_3.qasm,afa0cd93480bae81feca2afdcb909ab13c2934f76b139c27872b18658e5c1f28,3,8,12,4,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_4,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_4.qasm,1d76cd981622e5ca02125654d00534f3aec623bbb2b95b7ea894049f76916577,4,11,18,7,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_5,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_5.qasm,f37f599f25c5024b4069e866a31563a6daf0b1495d17d25343f7b3cfac1169ee,5,14,26,12,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_6,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_6.qasm,c658b0f6c564cc6b7d6d48105e5567caf0660181ca2dbad8b9bdbdd353962fd6,6,17,34,17,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_7,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_7.qasm,093af0605e834bf0a4f2aef0b46600d12c6b1c913e791fb13e2513048a6b1c70,7,20,44,24,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_8,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_8.qasm,82da8e687716ed31c95e72560edb07e7f6073a5be0f5ebffb17d22aff22c81fd,8,23,54,31,ok,,eligible,
qpeinexact::qpeinexact_indep_qiskit_9,qpeinexact,data/quantum_circuits/qpeinexact_indep_qiskit_9.qasm,81a66b1daaf97d148a8a075515daf8702349d257883a1dd88e26993c1622351f,9,26,66,40,ok,,eligible,
qwalk-noancilla::qwalk-noancilla_indep_qiskit_3,qwalk-noancilla,data/quantum_circuits/qwalk-noancilla_indep_qiskit_3.qasm,9110b8773ad1c544b5ec91feaaa99c96975f7577fe6966b0f0df52dab84bef92,3,20,29,6,ok,,eligible,
qwalk-noancilla::qwalk-noancilla_indep_qiskit_4,qwalk-noancilla,data/quantum_circuits/qwalk-noancilla_indep_qiskit_4.qasm,2df018ddcd5f44fd33cd5d80af349db5f84e36d6a5f905ef4611e5e5cc0d03f4,4,170,195,90,ok,,eligible,
qwalk-noancilla::qwalk-noancilla_indep_qiskit_5,qwalk-noancilla,data/quantum_circuits/qwalk-noancilla_indep_qiskit_5.qasm,7e02b8d5bbea94c5e0eabb2edd6a74e15949ae6b737fabb55e66a61d47181912,5,404,459,252,ok,,eligible,
qwalk-noancilla::qwalk-noancilla_indep_qiskit_6,qwalk-noancilla,data/quantum_circuits/qwalk-noancilla_indep_qiskit_6.qasm,97bdbd3569346cfa4a289ced5de0f3280a495266d423a3af48650bf01484b9be,6,764,838,618,ok,,eligible,
qwalk-noancilla::qwalk-noancilla_indep_qiskit_7,qwalk-noancilla,data/quantum_circuits/qwalk-noancilla_indep_qiskit_7.qasm,73abe6179f1e84e36777e1d953028143ee3ff00662ddb793d55022d9344b4940,7,1508,1601,1368,ok,,eligible,
qwalk-noancilla::qwalk-noancilla_indep_qiskit_8,qwalk-noancilla,data/quantum_circuits/qwalk-noancilla_indep_qiskit_8.qasm,b23a0318d268fcffc78b4f6ce920c98f33487ec34a71cf7b6225b9b6eb93f1bb,8,3020,3132,2886,ok,,eligible,
qwalk-v-chain::qwalk-v-chain_indep_qiskit_5,qwalk-v-chain,data/quantum_circuits/qwalk-v-chain_indep_qiskit_5.qasm,72fb5f837aaa2bec862c3a477efd166f351b72903612c32d444704a431457f4d,5,38,55,6,ok,,eligible,
qwalk-v-chain::qwalk-v-chain_indep_qiskit_7,qwalk-v-chain,data/quantum_circuits/qwalk-v-chain_indep_qiskit_7.qasm,3d8107599f669ba102c734a8796433a6a348197dd98a74c63f172d7790b5c9a2,7,68,93,6,ok,,eligible,
qwalk-v-chain::qwalk-v-chain_indep_qiskit_9,qwalk-v-chain,data/quantum_circuits/qwalk-v-chain_indep_qiskit_9.qasm,8650fb4f2d0816cd59c97df1ed4051936ecb3b5c31d39ba97cdc5cd2af374a8a,9,110,143,6,ok,,eligible,
random::random_indep_qiskit_2,random,data/quantum_circuits/random_indep_qiskit_2.qasm,433844fca892218b1218ca028aafb0eddf1929d5ca52fdea53b3cb324e4055bd,2,12,19,5,ok,,eligible,
random::random_indep_qiskit_3,random,data/quantum_circuits/random_indep_qiskit_3.qasm,d7ecd343052e510bdf5fa0f67f2fdbc3ee5ddccd19f39548c2853114a94dece2,3,11,20,6,ok,,eligible,
random::random_indep_qiskit_4,random,data/quantum_circuits/random_indep_qiskit_4.qasm,212e0f8a693a745c9fc792b876e7be6ddb0ba051c1b0f558e0819e1437a8a2fb,4,28,51,16,ok,,eligible,
random::random_indep_qiskit_5,random,data/quantum_circuits/random_indep_qiskit_5.qasm,8f11cd416ae9672f06a39e5ee3a27a70bcbf31d7177cb47270c0cd8512c95381,5,25,60,23,ok,,eligible,
random::random_indep_qiskit_6,random,data/quantum_circuits/random_indep_qiskit_6.qasm,4d5b55eb4b8a0aea0af4bde721618cbe79ed66e0636398ffddc79ace483672a6,6,34,79,30,ok,,eligible,
random::random_indep_qiskit_7,random,data/quantum_circuits/random_indep_qiskit_7.qasm,8ffee9c3a3af1aeaa766f38df57fcb62de5efa16d7f328d60a8977cb0da39e22,7,41,117,43,ok,,eligible,
random::random_indep_qiskit_8,random,data/quantum_circuits/random_indep_qiskit_8.qasm,fa595f88d0ab98542a799af4492f53b2a5e2e88ebc442a9b508abac209d0afcc,8,50,153,61,ok,,eligible,
random::random_indep_qiskit_9,random,data/quantum_circuits/random_indep_qiskit_9.qasm,93eff191c23e0c3d13a127f38595909e7092290f5119c9be24a1ccc61fff5767,9,53,164,64,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_2,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_2.qasm,806f1844d225682cd7d5d0b276b5567caa23697f73064d8a20347024bb03fe40,2,8,14,3,ok,,eligible,
